Customer ID,Country,Total Purchases,Sign-up Date
1029,Russia,45,2015-04-14 00:05:50.000000000
1009,Sri Lanka,1,2023-05-06 15:33:49.000000000
1012,Bolivia,3,2021-07-11 04:18:33.000000000
1018,France,16,2016-06-28 00:41:26.000000000
1012,Cambodia,38,2019-02-06 15:41:08.000000000
1024,China,17,2020-02-21 17:56:43.000000000
1006,China,28,2019-12-13 07:01:09.000000000
1000,Indonesia,7,2019-08-17 14:14:07.000000000
1027,Brazil,4,2024-02-02 05:54:00.000000000
1032,Portugal,29,2018-03-10 16:08:46.000000000
1002,Brazil,15,2022-11-08 00:32:41.000000000
1005,Russia,9,2021-06-11 07:37:08.000000000
1027,Indonesia,25,2022-01-20 04:44:19.000000000
1006,Latvia,27,2020-10-23 21:48:03.000000000
1022,China,47,2016-01-08 05:39:14.000000000
1002,China,17,2021-06-16 01:56:17.000000000
1013,China,16,2019-01-17 17:00:39.000000000
1021,Russia,19,2015-10-17 12:10:13.000000000
1029,Poland,35,2021-02-09 01:23:37.000000000
1023,France,38,2015-07-12 02:07:59.000000000
1007,Brazil,10,2020-03-17 15:17:03.000000000
1025,Indonesia,18,2017-10-17 23:10:36.000000000
1024,Egypt,38,2019-01-23 01:48:09.000000000
1009,China,22,2021-06-07 05:49:57.000000000
1007,China,46,2019-04-14 18:33:32.000000000
1005,Indonesia,10,2018-11-18 17:59:56.000000000
1035,Ethiopia,1,2015-10-19 09:22:36.000000000
1016,Panama,30,2020-09-24 00:52:48.000000000
1002,Russia,36,2022-06-01 23:49:32.000000000
1024,Russia,45,2016-11-07 18:28:09.000000000
1024,Greece,45,2018-07-25 14:21:30.000000000
1000,Uzbekistan,26,2021-06-27 18:45:23.000000000
1000,Indonesia,30,2019-06-23 20:54:46.000000000
1005,China,31,2018-08-16 11:55:26.000000000
1012,Hungary,44,2016-03-23 22:18:12.000000000
1023,Finland,20,2018-12-22 17:53:22.000000000
1004,Indonesia,29,2021-10-19 04:09:18.000000000
1032,Czech Republic,41,2023-11-03 00:37:39.000000000
1033,Indonesia,14,2020-05-08 05:19:20.000000000
1011,China,36,2022-08-28 18:47:05.000000000
1025,Ethiopia,37,2018-05-02 21:19:27.000000000
1014,Philippines,23,2016-10-27 20:52:36.000000000
1000,Brazil,15,2023-03-07 05:17:01.000000000
1024,Philippines,5,2018-10-19 22:14:22.000000000
1017,Indonesia,23,2022-02-15 15:15:32.000000000
1015,United States,13,2022-12-17 11:40:43.000000000
1019,China,13,2022-01-27 03:39:56.000000000
1003,Mexico,14,2021-11-01 00:27:00.000000000
1016,Sweden,4,2016-09-14 20:06:09.000000000
1018,Indonesia,38,2019-04-27 00:51:14.000000000
1021,Poland,10,2023-04-22 22:41:12.000000000
1003,Bosnia and Herzegovina,46,2016-02-21 21:21:14.000000000
1025,Czech Republic,39,2022-09-01 03:01:16.000000000
1015,Russia,18,2015-12-05 19:23:25.000000000
1014,Indonesia,37,2020-09-28 06:00:47.000000000
1011,China,5,2020-05-18 00:30:11.000000000
1012,Ukraine,43,2019-10-29 14:20:28.000000000
1023,Czech Republic,10,2023-07-15 07:25:18.000000000
1032,Indonesia,45,2020-11-23 13:19:48.000000000
1017,Indonesia,37,2019-05-17 10:03:47.000000000
1030,Indonesia,8,2021-08-08 18:10:39.000000000
1014,Myanmar,8,2020-01-04 23:27:22.000000000
1032,Mongolia,43,2019-12-21 22:20:41.000000000
1002,China,30,2020-07-11 13:02:10.000000000
1033,Poland,48,2022-01-04 21:30:23.000000000
1005,Brazil,2,2018-03-29 03:25:26.000000000
1030,Philippines,1,2015-09-27 09:56:21.000000000
1009,China,3,2021-04-09 16:01:54.000000000
1008,Sweden,47,2015-08-29 19:25:25.000000000
1018,Ecuador,5,2018-01-22 06:37:41.000000000
1033,China,13,2016-07-04 13:16:09.000000000
1035,Sweden,13,2016-01-08 21:27:22.000000000
1017,Brazil,34,2019-12-02 16:00:10.000000000
1025,France,31,2019-05-31 12:39:02.000000000
1003,China,35,2017-03-14 13:26:23.000000000
1021,Indonesia,36,2018-10-30 02:46:55.000000000
1008,Mauritius,33,2021-05-19 08:39:18.000000000
1015,Indonesia,22,2020-06-25 06:21:36.000000000
1027,Russia,30,2023-10-15 00:59:07.000000000
1002,China,16,2017-08-05 19:55:45.000000000
1005,China,29,2021-02-27 16:50:17.000000000
1023,China,3,2023-11-28 03:00:03.000000000
1034,Uganda,6,2015-11-25 17:10:58.000000000
1008,Japan,32,2016-09-21 20:27:21.000000000
1015,China,32,2017-04-30 11:45:06.000000000
1033,United States,10,2020-06-16 15:58:03.000000000
1000,China,41,2021-12-15 12:55:37.000000000
1014,Luxembourg,38,2015-12-24 09:14:28.000000000
1028,Portugal,4,2016-10-11 12:12:40.000000000
1020,South Africa,21,2016-02-09 08:31:35.000000000
1018,France,42,2016-11-16 16:53:24.000000000
1000,China,25,2015-12-26 22:59:44.000000000
1004,Mexico,23,2015-09-04 23:57:51.000000000
1008,Russia,3,2022-03-24 15:00:16.000000000
1013,China,36,2018-08-30 17:58:35.000000000
1035,Czech Republic,6,2023-01-24 18:09:35.000000000
1013,Portugal,26,2017-09-09 11:03:50.000000000
1010,Mexico,42,2016-04-30 15:55:25.000000000
1024,China,31,2021-06-06 00:29:51.000000000
1028,Thailand,11,2015-08-10 01:08:10.000000000
1015,Iran,36,2022-03-03 17:28:47.000000000
1029,Indonesia,40,2020-04-12 05:15:27.000000000
1025,Ecuador,32,2015-05-27 19:40:51.000000000
1021,China,14,2018-05-17 19:42:59.000000000
1005,United States,42,2016-01-09 05:52:40.000000000
1032,China,29,2019-03-04 21:34:56.000000000
1003,China,21,2016-12-22 01:52:01.000000000
1001,France,17,2023-12-15 05:30:20.000000000
1009,China,24,2023-03-13 23:55:31.000000000
1007,South Africa,23,2024-02-23 07:39:08.000000000
1012,Philippines,17,2020-08-03 18:34:16.000000000
1022,Japan,15,2023-06-10 20:47:52.000000000
1033,China,3,2023-06-22 19:06:15.000000000
1031,China,26,2021-11-25 05:41:41.000000000
1025,Canada,34,2020-06-06 08:24:36.000000000
1011,Palestinian Territory,10,2023-10-01 07:06:20.000000000
1028,United Kingdom,11,2017-04-18 21:14:42.000000000
1013,Greece,18,2023-04-06 06:32:10.000000000
1017,Russia,41,2020-08-16 19:10:37.000000000
1005,Indonesia,35,2016-07-27 10:45:19.000000000
1003,Russia,25,2020-05-19 19:52:45.000000000
1029,Indonesia,18,2021-04-11 08:51:49.000000000
1005,Portugal,20,2015-12-13 03:00:15.000000000
1035,Philippines,36,2021-11-01 09:31:09.000000000
1004,China,47,2017-11-13 09:43:41.000000000
1007,China,45,2021-11-19 18:55:20.000000000
1029,Nigeria,39,2022-03-25 19:20:39.000000000
1014,Poland,29,2016-02-02 06:07:56.000000000
1003,Philippines,38,2023-11-25 12:15:41.000000000
1029,Poland,2,2024-01-11 08:23:15.000000000
1029,Russia,7,2016-11-27 04:45:11.000000000
1026,Iran,47,2023-09-23 09:32:23.000000000
1003,China,46,2021-08-14 11:17:57.000000000
1018,China,44,2020-07-11 08:00:34.000000000
1011,Philippines,5,2020-09-03 09:43:09.000000000
1032,Russia,5,2020-03-02 05:07:05.000000000
1025,Thailand,17,2018-08-21 15:47:29.000000000
1002,Philippines,15,2023-09-30 12:50:53.000000000
1021,Croatia,26,2021-05-21 07:30:33.000000000
1034,Brazil,46,2020-12-15 07:15:56.000000000
1024,Indonesia,3,2023-05-09 12:45:00.000000000
1013,Azerbaijan,4,2022-03-17 05:18:16.000000000
1026,Philippines,2,2016-08-17 03:51:11.000000000
1019,China,47,2022-05-11 12:20:05.000000000
1007,Indonesia,18,2020-12-17 04:02:54.000000000
1021,Peru,19,2019-06-02 11:47:13.000000000
1029,China,33,2020-05-26 16:32:16.000000000
1033,China,27,2016-11-11 16:15:57.000000000
1001,Portugal,2,2018-03-14 19:47:29.000000000
1021,Bulgaria,15,2019-11-13 07:26:03.000000000
1027,Indonesia,41,2017-01-05 21:33:49.000000000
1030,United States,28,2023-05-13 10:15:00.000000000
1021,Niger,31,2022-06-12 20:09:06.000000000
1016,Russia,13,2017-11-20 23:08:36.000000000
1026,Japan,41,2020-04-13 12:23:41.000000000
1009,Lithuania,26,2018-10-22 10:31:34.000000000
1009,Serbia,1,2019-01-17 02:49:16.000000000
1019,Brazil,23,2020-12-14 14:28:15.000000000
1010,United States,4,2023-07-25 13:26:42.000000000
1017,Philippines,28,2018-10-24 00:58:33.000000000
1019,China,35,2017-03-12 19:35:20.000000000
1019,Vietnam,47,2022-01-02 19:28:09.000000000
1017,China,36,2023-02-02 12:43:03.000000000
1022,Thailand,30,2015-10-07 01:32:16.000000000
1008,Philippines,17,2023-05-07 18:21:33.000000000
1013,Brazil,4,2019-12-28 13:04:25.000000000
1027,Democratic Republic of the Congo,6,2020-10-02 14:24:16.000000000
1031,Canada,3,2019-11-23 04:31:54.000000000
1020,Colombia,25,2022-09-10 01:11:45.000000000
1023,China,14,2015-12-24 18:02:57.000000000
1028,Colombia,33,2022-05-28 06:22:54.000000000
1009,Yemen,2,2017-02-13 22:28:35.000000000
1010,Japan,11,2017-05-28 10:15:22.000000000
1000,Poland,18,2020-10-06 10:14:10.000000000
1006,France,14,2019-04-21 02:54:36.000000000
1013,Portugal,22,2016-09-18 21:30:17.000000000
1023,Sweden,6,2015-08-24 04:07:01.000000000
1015,China,11,2016-07-07 11:43:00.000000000
1015,Panama,3,2017-09-08 02:16:06.000000000
1034,Albania,38,2020-08-08 09:35:57.000000000
1011,Russia,42,2018-05-31 16:26:52.000000000
1005,Russia,10,2017-06-02 00:26:11.000000000
1027,Russia,37,2018-07-26 12:52:38.000000000
1030,Azerbaijan,31,2021-06-04 16:09:04.000000000
1028,Madagascar,41,2022-05-16 13:03:57.000000000
1008,Philippines,30,2018-06-18 17:28:20.000000000
1026,China,14,2019-07-04 11:12:42.000000000
1015,China,27,2022-09-03 23:34:36.000000000
1021,Nicaragua,28,2023-02-25 09:03:00.000000000
1012,Palestinian Territory,46,2023-11-22 11:59:22.000000000
1006,United States,28,2016-10-22 02:03:37.000000000
1003,China,41,2021-03-26 05:54:30.000000000
1033,China,13,2015-10-07 22:01:00.000000000
1034,Paraguay,46,2020-10-05 04:27:11.000000000
1005,Indonesia,11,2023-06-18 10:49:44.000000000
1017,China,32,2023-11-29 15:03:30.000000000
1003,Philippines,31,2018-08-24 18:36:18.000000000
1022,Honduras,23,2015-10-18 21:49:54.000000000
1029,Poland,16,2023-05-05 00:44:58.000000000
1025,Norway,45,2022-02-27 08:17:48.000000000
1006,China,39,2017-06-24 00:21:31.000000000
1015,Indonesia,10,2021-04-13 13:12:32.000000000
1027,China,15,2024-01-28 11:07:16.000000000
1014,Micronesia,31,2024-02-05 19:01:42.000000000
1024,Sweden,41,2020-10-26 01:30:04.000000000
1030,Uruguay,7,2023-01-05 16:56:40.000000000
1020,Brazil,41,2019-03-26 17:29:29.000000000
